"","LIPPOS16JULY_04-D21_M26","LIPPOS16JULY_10-D21_M3","LIPPOS16JULY_17-D21_M10","LIPPOS16JULY_18-D21_M6","LIPPOS16JULY_22-D21_M5","LIPPOS16JULY_23-D21_M7","LIPPOS16JULY_24-D21_M21","LIPPOS16JULY_34-D21_M15","LIPPOS16JULY_36-D21_M24","LIPPOS16JULY_44-D21_M1","LIPPOS16JULY_45-D21_M2","LIPPOS16JULY_46-D21_M23","LIPPOS16JULY_48-D21_M8","LIPPOS16JULY_50-D21_M19","LIPPOS16JULY_51-D21_M22","LIPPOS16JULY_53-D21_M27","LIPPOS16JULY_55-D21_M20","LIPPOS16JULY_65-D21_M12","LIPPOS16JULY_69-D21_M18","LIPPOS16JULY_79-D21_M11","LIPPOS16JULY_81-D21_M13","LIPPOS16JULY_84-D21_M4","LIPPOS16JULY_88-D21_M25","LIPPOS16JULY_94-D21_M16","LIPPOS16JULY_08-D35_M4","LIPPOS16JULY_11-D35_M6","LIPPOS16JULY_14-D35_M2","LIPPOS16JULY_16-D35_M16","LIPPOS16JULY_19-D35_M12","LIPPOS16JULY_20-D35_M18","LIPPOS16JULY_25-D35_M1","LIPPOS16JULY_35-D35_M19","LIPPOS16JULY_37-D35_M23","LIPPOS16JULY_42-D35_M13","LIPPOS16JULY_56-D35_M22","LIPPOS16JULY_57-D35_M10","LIPPOS16JULY_58-D35_M11","LIPPOS16JULY_59-D35_M20","LIPPOS16JULY_60-D35_M3","LIPPOS16JULY_62-D35_M24","LIPPOS16JULY_67-D35_M21","LIPPOS16JULY_68-D35_M27","LIPPOS16JULY_73-D35_M26","LIPPOS16JULY_74-D35_M5","LIPPOS16JULY_83-D35_M15","LIPPOS16JULY_86-D35_M7","LIPPOS16JULY_87-D35_M25","LIPPOS16JULY_92-D35_M8","LIPPOS16JULY_03-D7_M7","LIPPOS16JULY_05-D7_M27","LIPPOS16JULY_06-D7_M23","LIPPOS16JULY_09-D7_M8","LIPPOS16JULY_12-D7_M18","LIPPOS16JULY_13-D7_M25","LIPPOS16JULY_15-D7_M16","LIPPOS16JULY_21-D7_M10","LIPPOS16JULY_26-D7_M19","LIPPOS16JULY_28-D7_M12","LIPPOS16JULY_39-D7_M21","LIPPOS16JULY_41-D7_M20","LIPPOS16JULY_43-D7_M6","LIPPOS16JULY_47-D7_M13","LIPPOS16JULY_52-D7_M11","LIPPOS16JULY_54-D7_M3","LIPPOS16JULY_61-D7_M2","LIPPOS16JULY_64-D7_M26","LIPPOS16JULY_70-D7_M24","LIPPOS16JULY_71-D7_M15","LIPPOS16JULY_75-D7_M22","LIPPOS16JULY_82-M1_D7","LIPPOS16JULY_85-D7_M4","LIPPOS16JULY_89-D7_M5","LIPPOS16JULY_02-M21","LIPPOS16JULY_07-M3","LIPPOS16JULY_27-M11","LIPPOS16JULY_29-M20","LIPPOS16JULY_30-M4","LIPPOS16JULY_31-M22","LIPPOS16JULY_32-M5","LIPPOS16JULY_33-M13","LIPPOS16JULY_38-M19","LIPPOS16JULY_40-M1","LIPPOS16JULY_49-M27","LIPPOS16JULY_63-M16","LIPPOS16JULY_66-M23","LIPPOS16JULY_72-M26","LIPPOS16JULY_76-M10","LIPPOS16JULY_77-M8","LIPPOS16JULY_78-M2","LIPPOS16JULY_80-M12","LIPPOS16JULY_90-M24","LIPPOS16JULY_91-M7","LIPPOS16JULY_93-M6","LIPPOS16JULY_95-M18"
"TAG 52:1; TAG 16:0-18:0-18:1; [M+Na]+"," 2213"," 1339"," 1232"," 1006"," 1261"," 2456"," 3681"," 2999"," 3256"," 1972"," 1677"," 2822"," 1021"," 2121"," 2947"," 2316"," 2118"," 1886"," 2720"," 2998"," 4065"," 4242"," 1398"," 2961"," 2959"," 1953"," 1893"," 1107"," 1786"," 1335"," 2201"," 1827"," 1754"," 1868"," 2193"," 1684"," 1772"," 1576"," 1820"," 2405"," 2565"," 1877"," 1797"," 1645"," 1453"," 2071"," 1771"," 2465","  952"," 1863"," 2515"," 3568"," 1738"," 2732"," 2844"," 2495"," 2306"," 1509"," 1687"," 2726"," 1487"," 1950"," 1281"," 1862"," 1103"," 2230"," 2058"," 1277"," 2798"," 1801"," 1655"," 2690","20619","10238","28869","22240","16131","27405","12326","51299","12587","16960","32142","10277","34020","30520","20923","28982","30688","89462","22345","24369"," 9289","14439"
"TAG 52:1; TAG 16:0-18:0-18:1; [M+NH4]+","  17548","  18775","  16891","  14249","  46017","  17691","  17429","  23064","  34737","  14070","  13639","  19589","  11480","  12410","  15993","  16503","  13787","  14643","  19629","  25060","  26934","  20931","  14625","  19769","  16141","  16572","  20724","  19166","  17920","  13762","  10371","  14729","  16761","  16078","  18556","  14458","  15104","  13289","  11258","  17900","  22293","  19548","  17004","  21353","  12787","  15045","  11369","  15674","  16865","  14846","  25526","  29434","  21220","  17366","  31231","  17071","  19522","  14241","  13978","  21660","  13425","  25258","  12596","  17932","  12855","  25125","  15300","  16416","  24269","  13391","  11443","  31909"," 346265","  89606"," 471662"," 464620"," 119546"," 338696"," 135563","1946650","  98824"," 172559"," 665177"," 138823"," 733460"," 497506"," 303624"," 437114"," 463259","4669866"," 291129"," 464136","  84825","  56336"
"TAG 52:1e; TAG 18:0e-16:0-18:1; [M+NH4]+","  135","  571","  587","  536","  162","  517","  453","  258","  476","  254","  259","  378","    4","    6","  199","  279","  608","  309","  537","  627","  423"," 1713","  496","  703","  188","  303","   49","   56","  201","  127","    7","  396","  184","  133","  314","  173","  423","  167","  350","  344","  346","   66","  392","   16","  350","  274","  515","  251","  382","  413","  589","  631","  116","  533"," 1065","  780","  450","  229","  332","  441","  762","  247","  435","  330","  110","  248","  435","  196","  577","   16","  687","  103","  696","    7"," 5800"," 1712"," 3284"," 1115","  606"," 7156"," 1616"," 2129"," 1302"," 3826"," 2054"," 2786"," 1303"," 1238"," 1346","72505","  149"," 1984","  662","   27"
"TAG 52:2; TAG 16:0-18:1-18:1; [M+Na]+"," 30311"," 25263"," 33295"," 28655"," 37286"," 26324"," 34118"," 33207"," 54083"," 17500"," 32542"," 29307"," 14402"," 20439"," 30407"," 27427"," 35343"," 30176"," 42998"," 32947"," 29538"," 54026"," 30324"," 28226"," 12977"," 38261"," 32124"," 22818"," 32435"," 16821"," 18248"," 12900"," 15147"," 26189"," 28647"," 13818"," 19410"," 12377"," 34569"," 24303"," 50300"," 22098"," 29616"," 32123"," 13887"," 19248"," 14852"," 29476"," 10599"," 22174"," 29511"," 32038"," 23637"," 34818"," 33433"," 28092"," 48549"," 33858"," 23751"," 20252"," 21272"," 23118"," 25935"," 18203"," 22887"," 51610"," 11783"," 23921"," 22282"," 25871"," 24236"," 19861"," 71888"," 58371"," 61391"," 64965"," 54286"," 52841"," 57140"," 94817"," 58316"," 79703"," 77132"," 62026"," 67318"," 75803"," 59568"," 65132","108612","105662"," 50202"," 70274"," 46049","  6226"
"TAG 52:2; TAG 16:0-18:1-18:1; [M+NH4]+","  347391","  410743","  215665","  342744","  267397","  243023","  307524","  416894","  655038","  179687","  452852","  205149","   95216","  190523","  344204","  266576","  317553","  240833","  564359","  420710","  401055","  758552","  357081","  308764","  175696","  410767","  372595","  253066","  332127","  143834","  102240","  137515","  180360","  288927","  282749","  165802","  245592","  176101","  325391","  238010","  715258","  194419","  234083","  497444","   78034","  186402","  165169","  246868","  122795","  225035","  333502","  409255","  248689","  521356","  424708","  390973","  448474","  309561","  250773","  212684","  249381","  237827","  240120","  207441","  320575"," 1038837","  152362","  236179","  229103","  328663","  194010","  300308"," 1845157"," 1368715"," 2136269"," 3082838"," 1695181"," 1142429"," 1510042"," 4744554"," 1924846"," 1668156"," 2504867"," 2267788"," 2936311"," 2535861"," 1925335"," 1933764"," 4440974","13232423"," 2589343"," 2221762"," 1609079","  115986"
"TAG 52:2e; TAG 16:0e-18:0-18:2; [M+NH4]+","   199","   417","   197","   317","   687","   617","  1239","   581","   909","   450","   213","   682","   210","   290","   120","   264","   143","   713","   480","   702","  1320","  2644","   449","   928","   504","   428","   615","  1257","   777","   843","   923","   445","   430","   506","   509","   431","   271","   800","   361","   700","   949","   437","   160","   312","   357","   449","   437","   292","  1242","   796","   468","   225","  1363","   740","  2136","  1774","  1218","   482","   317","  1555","   306","   891","   476","   416","   133","   428","  1268","   514","   391","   409","  1190","   501","  6766","  1361"," 10240","  7594","  6461","  2676","  3994","  5177","  4220","  3160","  3154","  4821","  7339","  7450","  3749","  2936","  7165","150347","  4467","  3692","  1915","  8349"
"TAG 52:3; TAG 16:0-18:1-18:2; [M+Na]+"," 38860"," 48535"," 30040"," 47333"," 45105"," 34407"," 35108"," 52301"," 57520"," 38453"," 50805"," 39544"," 12663"," 30241"," 41194"," 41700"," 52475"," 28233"," 72875"," 40414"," 39186"," 64637"," 36864"," 58124"," 34549"," 58820"," 39075"," 53264"," 36217"," 23014"," 28101"," 32009"," 25606"," 46123"," 41948"," 19261"," 36584"," 29341"," 49702"," 40595"," 57513"," 32589"," 35588"," 54107"," 20819"," 24694"," 31571"," 34656"," 21825"," 33885"," 49138"," 61686"," 33738"," 66375"," 68962"," 44019"," 78187"," 36892"," 31640"," 35702"," 45778"," 44937"," 28594"," 44619"," 63073"," 74276"," 20150"," 40285"," 38889"," 56257"," 41510"," 30506"," 89987","116235"," 75078"," 69766","106194"," 89470"," 94941","104101"," 73613","102422"," 88599"," 86846"," 70135","116056"," 90361"," 79046","130640","148347","103599"," 80173"," 87261","  2890"
"TAG 52:3; TAG 16:0-18:1-18:2; [M+NH4]+","  603761","  873107","  421950","  720419","  663149","  488762","  564813","  959505"," 1342807","  493002","  852595","  534886","  138354","  464262","  809923","  939654","  731109","  544509"," 1194117","  868199"," 1014500"," 1535852","  683330","  962070","  502763"," 1049205","  923503","  845351","  532785","  327539","  285239","  399532","  428896","  711792","  749994","  335158","  517639","  448089","  868443","  718692","  934880","  298736","  579458"," 1152099","  285437","  292381","  397035","  600584","  292504","  476889","  761393","  914223","  651526"," 1317072"," 1669873","  695693"," 1329595","  617035","  596197","  419777","  585393","  621543","  481568","  692520"," 1028468"," 1851770","  346532","  693189","  413873","  967131","  702364","  641155"," 2731448"," 2842659"," 2973447"," 3797900"," 2885204"," 1795322"," 3194378"," 4334834"," 3296054"," 3930389"," 3267892"," 3182646"," 3016388"," 3047160"," 1898384"," 1782401"," 6909580","14703518"," 3271405"," 2566275"," 2779266","   11465"
"TAG 52:3e; TAG 16:0e-18:1-18:2; [M+NH4]+","  485","  653","  123","   72","  894","  704","  364","  163"," 1370","  153","  541","  491","  150","  291","  243","  395","  438","  368","  845"," 1525","  296"," 1290","  543","  497","  169","  242","  440","  599","  865","   49","  654","  457","  273","  834","  461","  549","  479","  760","  890","  866","  260","  273","  225","  386","  255","  241","  361","   57","  154","   93"," 1782","  783"," 1133","  510"," 1643"," 1157"," 1458","  115","  545","  950","  268","  811","  476","  182","  636","  513","  104","  210","  923","  216","  821","  111"," 4804"," 2111"," 8794"," 6532"," 5837"," 2657"," 4438"," 5101"," 7835"," 5498"," 3646"," 6118"," 3242"," 4546"," 1949","  989"," 6805","94192"," 5771"," 5067"," 3942","10665"
"TAG 52:4; TAG 16:1-18:1-18:2; [M+Na]+"," 39327"," 46571"," 22664"," 27951"," 40755"," 22412"," 25291"," 43218"," 53253"," 38808"," 29701"," 38218"," 11799"," 30627"," 39273"," 32157"," 33329"," 25689"," 55476"," 29770"," 40381"," 69935"," 29881"," 46758"," 29193"," 58525"," 37124"," 34017"," 23421"," 15340"," 24308"," 21072"," 23653"," 38185"," 30218"," 13353"," 27610"," 26672"," 33017"," 33551"," 30100"," 20622"," 28850"," 46503"," 19535"," 17704"," 21245"," 25602"," 19595"," 31673"," 38280"," 42269"," 38144"," 53146"," 82022"," 30741"," 61261"," 29990"," 28432"," 30179"," 43462"," 35559"," 22590"," 31178"," 41600"," 55395"," 20347"," 30717"," 19654"," 46347"," 37637"," 29880"," 80491"," 65908"," 70636"," 98179"," 84648"," 50838"," 74126"," 99456"," 68758"," 93514"," 76117"," 67002"," 60837"," 59719"," 42260"," 61673"," 92227","155254"," 66224"," 54893"," 72031"," 59827"
"TAG 52:4; TAG 16:1-18:1-18:2; [M+NH4]+"," 329399"," 458787"," 174663"," 280774"," 426549"," 196014"," 201144"," 383509"," 672287"," 415035"," 364378"," 369211","  64422"," 222794"," 498306"," 677575"," 338331"," 313634"," 615243"," 387565"," 438264"," 885588"," 319461"," 611753"," 303089"," 573192"," 514839"," 435630"," 231737"," 133798"," 199672"," 193070"," 258264"," 403553"," 326931"," 145201"," 207323"," 210833"," 416198"," 340625"," 483722"," 240433"," 340916"," 662459"," 158582"," 152376"," 267567"," 319603"," 174376"," 294317"," 385391"," 436280"," 427330"," 763498"," 891930"," 290928"," 846769"," 148490"," 238908"," 248057"," 496208"," 335978"," 188600"," 380291"," 567894"," 972846"," 150406"," 394723"," 157669"," 692532"," 453166"," 320566","1141358","1764666","1152248","1501082","1677610"," 551867","2151042","1586200","1766705","1687138","1361892","1665564","1062891","1347818"," 770635"," 577880","3614780","7063322","1482969","1026230","2014485","  21190"
"TAG 52:5; TAG 16:1-18:2-18:2; [M+Na]+"," 13769"," 17414","  7900"," 10515"," 21203","  6606","  9369"," 15017"," 21886"," 16855"," 11551"," 14426","  3615"," 14216","  9424"," 12077"," 12548","  6340"," 24346"," 10936"," 15585"," 28579","  7627"," 22668","  8161"," 23451"," 20513"," 11572","  8854","  5410","  8817","  9070","  6448"," 11481","  7846","  7223","  7131","  9161"," 16937","  9930"," 10762","  7493","  8387"," 14978","  7531","  4459","  7340","  7806","  4039"," 10618"," 20864"," 13881"," 20852"," 25838"," 41173"," 12500"," 37677"," 11393","  8166"," 12721"," 24049"," 11828","  8518"," 15152"," 21621"," 22459","  6078"," 17851","  6294"," 28569"," 22470"," 10474"," 23098"," 39017"," 24180"," 34927"," 35264"," 14252"," 48805"," 36907"," 40916"," 55111"," 28989"," 36174"," 23021"," 36071"," 18495"," 13722"," 64877"," 88666"," 26904"," 18655"," 46482","804790"
"TAG 52:5; TAG 16:1-18:2-18:2; [M+NH4]+","  91970"," 124810","  28113","  60148"," 172014","  39519","  41318","  96787"," 124959","  95424","  79030","  92221","  18619"," 102011","  71031","  66297","  91860","  41238"," 216301","  67493","  91853"," 288651","  51035"," 220899","  77475"," 145482"," 168448"," 146394","  34198","  51973","  43501","  54488","  42738","  61271","  55206","  32541","  37956","  53679","  90134","  75920","  74829","  39891","  44108"," 166610","  42376","  32655","  43981","  41867","  22059","  71237"," 139486","  73603"," 158028"," 198713"," 346428","  71973"," 301766","  58088","  46843","  71276"," 203392","  77607","  52153"," 105344"," 172760"," 181827","  38003"," 120098","  31890"," 192584"," 119626","  68706"," 179674"," 369717"," 189481"," 224258"," 323244","  68120"," 451280"," 232633"," 428898"," 512334"," 215579"," 270542"," 151273"," 219359","  91537","  94577"," 669960","1560138"," 281387"," 189644"," 534883","   1669"
"TAG 52:6; TAG 16:1-18:2-18:3; [M+NH4]+"," 27787"," 19547","  4851","  9845"," 55096","  5224"," 10258"," 15122"," 23546"," 29257"," 12537"," 27484","  3559"," 40383"," 13119","  9345"," 18129","  6846"," 52612"," 10487"," 21169"," 43279","  9201"," 57475"," 28224"," 38910"," 44616"," 48239","  7652"," 22072"," 14167"," 22112","  5312"," 12285"," 12177","  9122","  7564"," 15148"," 16379"," 20137"," 13069","  8258","  6792"," 41889","  9629","  7520","  9420","  8109","  4437"," 19302"," 51971"," 14275"," 57854"," 32464"," 94151"," 14757"," 84238"," 13866"," 13992"," 29285"," 53736"," 20923"," 12318"," 19647"," 32797"," 19819","  9889"," 36561","  6560"," 33508"," 27670"," 12440"," 16354"," 20867"," 21157"," 17771"," 37477","  3956"," 33166"," 16653"," 30696"," 30335"," 18567"," 21912","  9537"," 15768","  5342","  6255"," 33638","118374"," 32866"," 16245"," 37310","  6344"
"TAG 53:2; TAG 17:0-18:1-18:1; [M+NH4]+","  3213","  5644","  5108","  4782","  6475","  5734","  6782","  2924","  7830","  2734","  7532","  5712","  1563","  3247","  3918","  4862","  4038","  4555","  4863","  6283","  6138","  7312","  4464","  3230","  3242","  5969","  8272","  7305","  4785","  4104","  3748","  3836","  4872","  3980","  3933","  4858","  3406","  4684","  4110","  3070","  5753","  3232","  3358","  5725","  2621","  4169","  3638","  7697","  3582","  3307","  5171","  2487","  4963","  9606","  6559","  4665","  6976","  3963","  4290","  5310","  4016","  4373","  3564","  3576","  2928"," 10294","  3593","  2954","  4580","  3290","  3600","  5961"," 23863"," 12718"," 17538"," 26250"," 22237"," 15187"," 21486"," 33670"," 28145"," 27649"," 29910"," 20559"," 27589"," 22394"," 11715","  9671"," 91473","402061"," 19525"," 17239"," 15436","  1119"
"TAG 53:3; TAG 17:0-18:1-18:2; [M+NH4]+","  7398","  6423"," 10299","  6586","  7902","  4664","  4868","  7040"," 12421","  5066","  7949","  6139","  4231","  6138","  6253","  9310","  5905","  4418","  8232","  9868","  7976"," 16335","  7223"," 14787","  6188"," 11334"," 11660","  8412","  9467","  7167","  8042","  3099","  4273","  3752","  6001","  5400","  5146","  5960","  8262","  4742","  9375","  3959","  9084","  5636","  3537","  4970","  1200","  3508","  4274","  5269","  9565","  4684","  7832"," 14423"," 11670","  4913"," 13921","  3595","  3682","  6875","  4789","  8530","  5244","  6714","  4147"," 18621","  3792","  6827","  4604","  6847","  8064","  5844"," 23256"," 33222"," 30799"," 24581"," 55389"," 17207"," 45965"," 39754"," 50756"," 46283"," 27629"," 59643"," 34266"," 30215"," 15340"," 11500","119574","356475"," 31444"," 23815"," 30032","  1677"
"TAG 53:4; TAG 17:1-18:1-18:2; [M+NH4]+","  4428","  8044","  5364","  6897","  7215","  4596","  4281","  6591","  9140","  4938","  9673","  3862","  1774","  5384","  7395","  5751","  7023","  3609","  7257","  7899","  4536"," 14353","  5040"," 13113","  6040","  8775"," 11080","  4945","  4335","  3694","  3479","  3849","  4452","  5972","  4789","  3874","  3802","  3327","  5534","  7603","  7818","  3087","  6846","  9323","  2672","  3584","  4972","  2893","  2839","  5552","  5598","  4415","  7138"," 10394"," 10399","  8068"," 11838","  2678","  3895","  5964","  5686","  4504","  2977","  4070","  6143"," 17779","  2432","  5943","  1941","  8044","  6326","  5171"," 14009"," 22738"," 11456"," 19104"," 31899","  8263"," 28377"," 17250"," 28831"," 31724"," 12881"," 25970"," 10608"," 14777","  8321","  6818"," 61576","145706"," 14570"," 13243"," 25041","  2940"
"TAG 54:0; TAG 16:0-18:0-20:0; [M+NH4]+","  5145","  6941"," 11664","  9340","  9243","  6149"," 10091","   327","  8797","   123","  5607","   502","  4206","  2427","  4491","  5491","  8168","  6351","  4576","  5475","  8807","  5992","  6531","   257","  6021"," 10713","  5858","  9643","  8503","  6569","  4898","  3453","  7038","   313","  8127","    92","  5349","    42","  5109","  6699","  4377","  8704","  3567","  8494","  5308","  7598","  4641","  6109","  7387","  7156","  1028"," 12049"," 10583"," 10274","  8435","  7603","   247","   105","  6814","  6581","  8179","   456","  5445","   213"," 11074","  7255","  5423","  5492","  6578","  3914","  6509","   138","  7773","    60","  6642","  4485","  7202","  9074","  5806"," 33780","  5150","  8105","  8191","  6999"," 19024","  7447","  5291","  5288","  5497","109979","  4638","  5524","  4787"," 43984"
"TAG 54:1; TAG 18:0-18:0-18:1; [M+Na]+","  490","  131","   91","  491","  621","  599","  526","  465","  468","  124","  470"," 1433","  102","  662","  605","  128"," 1158","   59","  519","  515","  242","  626","  436","  293","  386","  287","  367","  533","  707","  256","  203","  615","  368","    4","  248","  680","  468","  334","  542","  453","  623","  378","  625","  289","  292","  402","  424","  435","  226","  223","  443","  151","  668","   56","  512","  381","  138","  545","  298","  625","  237","  437","  330","  295","  363","  182","  200","  615","  471","  610","  464","  211"," 3987","  574"," 7087","11147"," 2456"," 9180"," 1092","20380"," 1348"," 2132"," 5820"," 1969"," 9658"," 5225"," 5654"," 8734","12509","52276"," 2842"," 7183","  890"," 2427"
"TAG 54:1; TAG 18:0-18:0-18:1; [M+NH4]+","   3211","   4230","   4427","   3804","   6783","   4607","   4046","  10239","   6557","   1481","   3355","   3524","   3877","   2304","   2552","   3600","   4114","   3654","   3127","   5252","   6647","   4512","   4346","   4515","   4990","   5210","   6089","   5298","   3167","   4001","   2913","   3551","   3025","   2158","   3889","   3991","   2896","   2711","   2346","   3070","   6876","   5239","   4209","   3972","   2807","   4136","   2235","   3857","   4973","   4693","   3957","   5154","   5372","   4441","   4968","   4397","   4052","   4445","   4431","   4349","   5915","   3433","   3236","   3834","   4037","   3672","   3168","   3287","   2929","   2773","   3349","   5005","  61650","  11599","  73370","  92831","  22053","  77930","  17261"," 897480","  19156","  35559"," 132476","  29488"," 233922"," 127962","  69992","  61478"," 106288","2634853","  25805","  71735","  10152","  53533"
"TAG 54:2; TAG 18:0-18:1-18:1; [M+Na]+","  2395","  1485","  1979","  2645","  1749","  3007","  3717","  3368","  3742","  1460","  2706","  3043","  1859","  2331","  3081","  3782","  2302","  1820","  2866","  3053","  3018","  5486","  1959","  3160","  2711","  3099","  1754","  2174","  1451","  1709","  1945","  2268","  2349","  3193","  2560","  2385","  2038","  1750","  2120","  1503","  3315","  1337","  3672","  3571","  1355","  2819","  1980","  2769","  1244","  1429","  3183","  4148","  1769","  2890","  5253","  3974","  3380","  1511","  2213","  5543","  2070","  3385","  2722","  1417","  1583","  4197","  2877","  2138","  2012","  2664","  1762","  3384"," 27295"," 17538"," 44773"," 55638"," 32664"," 41909"," 20883"," 77189"," 24147"," 31174"," 35737"," 23837"," 39526"," 52514"," 32126"," 36209"," 70848","184765"," 28668"," 28897"," 13949","  8314"
"TAG 54:2; TAG 18:0-18:1-18:1; [M+NH4]+","  20680","  24130","  29138","  24733","  22045","  28177","  19931","  30258","  33197","  13532","  25569","  51384","  12268","  13349","  25854","  26744","  20857","  21689","  22092","  34808","  78593","  37803","  17016","  24802","  17791","  22651","  24401","  24927","  27769","  21562","  11517","  18879","  18996","  24385","  18581","  15910","  16565","  14017","  17020","  16593"," 122621","  19808","  24966","  22777","  15833","  18097","  14336","  59954","  16590","  18571","  27015","  29193","  27332","  28714","  49317","  21883","  25695","  46645","  15900","  47215","  15560","  31611","  13586","  17860","  52571","  36379","  14900","  20822","  19627","  20267","  14757","  39416"," 488574"," 201217"," 583938"," 948920"," 343535"," 482808"," 368365","2303108"," 296205"," 452611"," 887843"," 406668","1031410"," 879073"," 457535"," 487365","1068636","8525203"," 383344"," 538886"," 151934","    740"
"TAG 54:2e; TAG 18:1e-18:0-18:1; [M+NH4]+","   63","  763","  174","  419","  644","  382","  642","  589","  175","  298","  208","  473","   44","  219","   31","  446","  777","  687","  153"," 1218","  622"," 3847","  275"," 1260","  456","  600","  464","  473","  229","  195","  246","  443","   74","   68","  217","  458","  479","  315","  478","  359","  204","   56","  202","  237","   53","  757","  197","  375","  480"," 1146","  487","  793"," 1471","  645"," 2315"," 1312","  812","   18","  740","  656","  522","  326","  504","  410","  265","  697","  662","  406","  269","  215"," 1454","  691"," 1174","  742"," 3949"," 2963"," 2727","  871","  454"," 7240"," 1475"," 1725"," 1609"," 3344"," 2052"," 2005"," 2234","  937"," 3396","60891","   55"," 1572","  109","59717"
"TAG 54:3; TAG 18:0-18:1-18:2; [M+Na]+"," 19173"," 13393"," 14665"," 23919"," 18445","  9957"," 15583"," 23618"," 18783","  9976"," 22569"," 22131","  5709"," 13569"," 17032"," 20370"," 19885"," 14362"," 16030"," 26957"," 15594"," 25401"," 12485"," 16245","  8116"," 19672"," 11022"," 12678"," 19915"," 11756","  7227","  8397"," 13345"," 12906","  9382"," 10745"," 12195"," 10748"," 16890"," 13698"," 25281"," 13708"," 27706"," 17597"," 10130","  9737"," 10055"," 10817","  2448","  8153"," 12311"," 15675"," 12352"," 18860"," 28086"," 16811"," 20587"," 11312"," 10730"," 17525"," 13322"," 12507"," 12967","  9300"," 12644"," 24140","  8700"," 16415"," 10868"," 13527"," 15750"," 15733"," 65820"," 84780"," 69499"," 94474"," 81994"," 52890"," 74603"," 82798"," 77870","127302"," 94268","100166"," 67117"," 92043"," 50271"," 40707","149961","201529"," 45303"," 57515"," 54667"," 12916"
